id,EAP,HPL,MWS
id03705,0.076,0.139,0.785
id01187,0.007,0.991,0.002
id24649,0.890,0.089,0.021
id12629,0.049,0.002,0.949
id15211,0.078,0.891,0.031
id13170,0.296,0.090,0.614
id14801,0.823,0.053,0.124
id18525,0.952,0.019,0.029
id21963,0.899,0.091,0.011
id23746,0.058,0.061,0.881
id18216,0.026,0.218,0.756
id16493,0.002,0.000,0.998
id12987,0.120,0.825,0.056
id04814,0.527,0.291,0.182
id18602,0.610,0.142,0.248
id23173,0.052,0.886,0.063
id21165,0.327,0.025,0.648
id26123,0.905,0.087,0.008
id22608,0.012,0.001,0.986
id21139,0.987,0.005,0.008
id21853,0.360,0.475,0.166
id24128,0.906,0.071,0.023
id15666,0.760,0.064,0.176
id11552,0.149,0.837,0.014
id17621,0.042,0.004,0.954
id20001,0.823,0.173,0.004
id14166,0.966,0.012,0.022
id24108,0.287,0.606,0.107
id19871,0.024,0.959,0.017
id22361,0.006,0.102,0.892
id21065,0.181,0.183,0.636
id20749,0.934,0.039,0.028
id20898,0.111,0.881,0.009
id10398,0.261,0.017,0.722
id03578,0.461,0.030,0.509
id25932,0.097,0.047,0.857
id11133,0.278,0.121,0.601
id15794,0.117,0.638,0.246
id24479,0.923,0.069,0.008
id09563,0.130,0.800,0.070
id11279,0.043,0.868,0.089
id26680,0.984,0.002,0.014
id20529,0.183,0.204,0.613
id11761,0.760,0.214,0.026
id02337,0.186,0.807,0.007
id04890,0.061,0.099,0.840
id15707,0.035,0.040,0.925
id26204,0.079,0.439,0.482
id15611,0.915,0.080,0.005
id17714,0.087,0.471,0.442
id15392,0.976,0.013,0.010
id14685,0.077,0.912,0.011
id02508,0.696,0.234,0.070
id12406,0.866,0.120,0.014
id24096,0.010,0.989,0.001
id19837,0.938,0.016,0.046
id25565,0.014,0.000,0.986
id27598,0.993,0.006,0.001
id26085,0.952,0.024,0.025
id17400,0.077,0.080,0.843
id04501,0.441,0.270,0.289
id02468,0.004,0.001,0.995
id07394,0.891,0.032,0.077
id18917,0.036,0.926,0.038
id14083,0.896,0.024,0.080
id22675,0.459,0.072,0.469
id27343,0.019,0.100,0.881
id23206,0.401,0.471,0.128
id11105,0.025,0.959,0.016
id21017,0.000,0.002,0.997
id13716,0.510,0.269,0.220
id00352,0.088,0.819,0.093
id12173,0.111,0.291,0.599
id15008,0.812,0.143,0.045
id23347,0.139,0.027,0.834
id23939,0.224,0.084,0.692
id12090,0.361,0.610,0.028
id08307,0.189,0.799,0.012
id21316,0.152,0.500,0.349
id16457,0.113,0.013,0.874
id23808,0.001,0.018,0.981
id12826,0.001,0.995,0.003
id16819,0.072,0.010,0.918
id15128,0.006,0.993,0.000
id14953,0.097,0.890,0.012
id04083,0.940,0.050,0.010
id00773,0.003,0.997,0.000
id24585,0.029,0.468,0.503
id01362,0.072,0.015,0.913
id04514,0.879,0.114,0.007
id19075,0.725,0.272,0.003
id06283,0.813,0.129,0.058
id19848,0.002,0.998,0.000
id02566,0.145,0.822,0.033
id26973,0.169,0.053,0.778
id09333,0.001,0.000,0.999
id21745,0.104,0.050,0.846
id27167,0.272,0.713,0.015
id08481,0.019,0.976,0.005
id19456,0.996,0.001,0.003
id01495,0.210,0.745,0.045
id15069,0.390,0.325,0.285
id18174,0.024,0.013,0.963
id14450,0.022,0.042,0.936
id04149,0.030,0.962,0.008
id10972,0.251,0.023,0.726
id05547,0.017,0.676,0.307
id17670,0.057,0.721,0.223
id04740,0.543,0.049,0.408
id24842,0.001,0.005,0.993
id26895,0.228,0.050,0.723
id15591,0.798,0.115,0.087
id20895,0.079,0.903,0.018
id11532,0.008,0.002,0.990
id16516,0.122,0.071,0.806
id14940,0.370,0.383,0.248
id17152,0.593,0.383,0.024
id12870,0.142,0.830,0.028
id17405,0.574,0.262,0.164
id22274,0.061,0.903,0.036
id08337,0.120,0.028,0.852
id19549,0.330,0.097,0.573
id19195,0.977,0.005,0.018
id11564,0.992,0.004,0.004
id26771,0.001,0.008,0.991
id24955,0.144,0.634,0.221
id22140,0.876,0.012,0.112
id19920,0.019,0.030,0.952
id09807,0.084,0.824,0.092
id27426,0.970,0.002,0.029
id22006,0.997,0.001,0.002
id10604,0.756,0.116,0.129
id11017,0.539,0.401,0.060
id14335,0.001,0.000,0.999
id08707,0.817,0.007,0.176
id15869,0.013,0.014,0.973
id20593,0.970,0.021,0.009
id07428,0.704,0.242,0.053
id11527,0.246,0.518,0.236
id14901,0.759,0.012,0.229
id19733,0.911,0.025,0.063
id24677,0.072,0.917,0.012
id26656,0.000,0.000,1.000
id11707,0.989,0.002,0.009
id26218,0.116,0.873,0.010
id19262,0.019,0.001,0.981
id24905,0.276,0.526,0.197
id09170,0.946,0.033,0.021
id05772,0.055,0.303,0.642
id25405,0.491,0.093,0.417
id18491,0.229,0.026,0.745
id07780,0.635,0.008,0.357
id01689,0.252,0.004,0.744
id17498,0.004,0.003,0.993
id19964,0.845,0.110,0.045
id14525,0.042,0.079,0.879
id26363,0.154,0.036,0.810
id07108,0.141,0.008,0.851
id11692,0.983,0.005,0.012
id10891,0.030,0.886,0.084
id16743,0.001,0.997,0.003
id11556,0.825,0.142,0.033
id09116,0.224,0.642,0.134
id24015,0.291,0.459,0.250
id00347,0.004,0.001,0.996
id06284,0.067,0.059,0.874
id18794,0.000,0.999,0.001
id10702,0.079,0.896,0.025
id19239,0.172,0.008,0.820
id26016,0.895,0.082,0.023
id26227,0.374,0.106,0.519
id05367,0.196,0.780,0.024
id09568,0.073,0.156,0.771
id04660,0.816,0.026,0.158
id04744,0.536,0.064,0.400
id07251,0.008,0.957,0.036
id25977,0.029,0.919,0.053
id06244,0.090,0.044,0.866
id24560,0.183,0.811,0.006
id05091,0.026,0.188,0.786
id27248,0.124,0.621,0.255
id12528,0.083,0.182,0.735
id27322,0.991,0.006,0.002
id27213,0.083,0.306,0.611
id18588,0.984,0.004,0.012
id14485,0.111,0.117,0.772
id27475,0.226,0.319,0.455
id02280,0.568,0.271,0.161
id24083,0.499,0.481,0.020
id02321,0.109,0.049,0.842
id10299,0.128,0.011,0.861
id27680,0.935,0.009,0.056
id17607,0.044,0.067,0.889
id06661,0.598,0.344,0.059
id23860,0.548,0.103,0.348
id26850,0.097,0.900,0.003
id16484,0.880,0.003,0.117
id15302,0.287,0.022,0.691
id21138,0.692,0.255,0.053
id02525,0.028,0.822,0.150
id12608,0.003,0.973,0.024
id23863,0.002,0.000,0.998
id01755,0.989,0.001,0.010
id10567,0.938,0.027,0.035
id08445,0.586,0.326,0.087
id18146,0.041,0.126,0.833
id22263,0.295,0.027,0.678
id13537,0.061,0.003,0.936
id19985,0.694,0.076,0.230
id08053,0.333,0.023,0.645
id18959,0.000,1.000,0.000
id06641,0.436,0.550,0.014
id27291,0.038,0.951,0.010
id16124,0.523,0.018,0.459
id18221,0.468,0.078,0.454
id25670,0.965,0.034,0.001
id18472,0.960,0.006,0.034
id10302,0.307,0.066,0.627
id07721,0.230,0.770,0.000
id22148,0.166,0.004,0.830
id04724,0.007,0.987,0.006
id03980,0.947,0.030,0.023
id11982,0.967,0.002,0.031
id05566,0.043,0.950,0.006
id13235,0.281,0.718,0.001
id24524,0.653,0.267,0.080
id26783,0.525,0.027,0.448
id02220,0.138,0.630,0.233
id17163,0.999,0.000,0.000
id21903,0.999,0.000,0.000
id13350,0.006,0.000,0.994
id07036,0.979,0.007,0.014
id09150,0.986,0.005,0.010
id22042,0.056,0.021,0.923
id19562,0.346,0.108,0.546
id05125,0.841,0.050,0.109
id19462,0.987,0.006,0.006
id02265,0.801,0.187,0.012
id11769,0.150,0.815,0.035
id19021,0.935,0.013,0.051
id06166,0.418,0.074,0.508
id26800,0.938,0.018,0.044
id21422,0.056,0.016,0.928
id13116,0.322,0.602,0.076
id05996,0.988,0.004,0.009
id23318,0.999,0.001,0.000
id20725,0.022,0.084,0.894
id09210,0.683,0.132,0.185
id25842,0.941,0.004,0.055
id00767,0.895,0.048,0.057
id05036,0.140,0.855,0.005
id14853,0.160,0.048,0.793
id16946,0.038,0.002,0.960
id26804,0.561,0.252,0.187
id24061,0.088,0.113,0.799
id19861,0.977,0.016,0.007
id18210,0.236,0.039,0.725
id24313,0.212,0.006,0.782
id15960,0.072,0.206,0.722
id14037,0.957,0.018,0.025
id17785,0.011,0.066,0.923
id19362,0.455,0.022,0.523
id10372,0.976,0.022,0.002
id03061,0.032,0.941,0.027
id27583,0.055,0.021,0.924
id22055,0.998,0.001,0.001
id07920,0.097,0.902,0.001
id16813,0.646,0.043,0.311
id03088,0.112,0.686,0.201
id03026,0.063,0.891,0.046
id09934,0.961,0.033,0.006
id21452,0.946,0.052,0.002
id05576,0.140,0.017,0.843
id22391,0.006,0.001,0.993
id10554,0.341,0.286,0.373
id03291,0.022,0.002,0.975
id23280,0.928,0.008,0.064
id17777,0.009,0.017,0.974
id24574,0.967,0.018,0.015
id05459,0.048,0.949,0.003
id02724,0.017,0.004,0.979
id27678,0.890,0.046,0.064
id21722,0.013,0.964,0.024
id18139,0.875,0.033,0.093
id16264,0.001,0.999,0.000
id14537,0.992,0.003,0.005
id18814,0.999,0.001,0.001
id08331,0.002,0.998,0.000
id03963,0.981,0.017,0.001
id07558,0.999,0.000,0.000
id26275,0.695,0.023,0.282
id26188,0.203,0.781,0.016
id06789,0.032,0.899,0.069
id21788,0.001,0.999,0.000
id13972,0.889,0.024,0.087
id08643,0.994,0.001,0.005
id09642,0.037,0.942,0.021
id14054,0.833,0.021,0.146
id12216,0.185,0.016,0.799
id09211,0.143,0.784,0.073
id16903,0.311,0.685,0.004
id18976,0.030,0.143,0.827
id01861,0.942,0.046,0.012
id22745,0.007,0.985,0.007
id03560,0.518,0.239,0.242
id17799,0.904,0.059,0.036
id12387,0.011,0.012,0.978
id09450,0.621,0.078,0.300
id18088,0.146,0.011,0.843
id21697,0.976,0.018,0.007
id26128,0.029,0.958,0.013
id27462,0.227,0.047,0.726
id19394,0.990,0.009,0.001
id19929,0.453,0.528,0.019
id16056,0.421,0.218,0.361
id08756,0.080,0.012,0.908
id09203,0.139,0.853,0.008
id14098,0.995,0.003,0.002
id24641,0.880,0.089,0.031
id24507,0.000,1.000,0.000
id20161,0.428,0.505,0.067
id11710,0.074,0.005,0.921
id15751,0.434,0.384,0.181
id06617,0.065,0.011,0.924
id19131,0.860,0.041,0.099
id02796,0.614,0.285,0.101
id15575,0.300,0.328,0.372
id21828,0.987,0.011,0.001
id15093,0.185,0.795,0.020
id27867,0.678,0.014,0.308
id19315,0.028,0.001,0.971
id19398,0.859,0.105,0.036
id01572,0.511,0.392,0.097
id09781,0.789,0.042,0.168
id19278,0.292,0.465,0.244
id11852,0.055,0.011,0.934
id07067,0.036,0.130,0.834
id08550,0.265,0.729,0.006
id02634,0.980,0.010,0.010
id02449,0.867,0.021,0.112
id10359,0.563,0.039,0.398
id00217,0.658,0.178,0.164
id20848,0.061,0.872,0.066
id20229,0.875,0.121,0.004
id02211,0.745,0.163,0.092
id08435,0.341,0.572,0.087
id23681,0.050,0.007,0.943
id00571,0.075,0.164,0.761
id16280,0.000,0.001,0.999
id15022,0.076,0.071,0.853
id08040,0.060,0.011,0.929
id18087,0.950,0.028,0.022
id11280,0.995,0.003,0.002
id21543,0.746,0.117,0.137
id00245,0.826,0.033,0.142
id13745,0.042,0.005,0.953
id15734,0.950,0.048,0.002
id22572,0.165,0.830,0.005
id12741,0.463,0.002,0.535
id16477,0.792,0.174,0.033
id26261,0.081,0.101,0.818
id15867,0.632,0.090,0.278
id10479,0.975,0.002,0.022
id17736,0.169,0.002,0.828
id17768,0.002,0.106,0.892
id14172,0.922,0.009,0.069
id01972,0.059,0.174,0.767
id10962,0.526,0.016,0.459
id16692,0.953,0.037,0.010
id25471,0.007,0.824,0.169
id05603,0.126,0.832,0.043
id15340,0.893,0.049,0.058
id22971,0.988,0.001,0.011
id06765,0.029,0.918,0.054
id19864,0.967,0.011,0.023
id15834,0.026,0.630,0.344
id17395,0.047,0.016,0.937
id02585,0.079,0.899,0.023
id13154,0.997,0.002,0.001
id12972,0.299,0.301,0.400
id11103,0.718,0.185,0.098
id26062,0.050,0.409,0.541
id07339,0.926,0.048,0.025
id06096,0.943,0.051,0.006
id22945,0.405,0.584,0.011
id10058,0.651,0.252,0.096
id06435,0.995,0.000,0.005
id12636,0.026,0.016,0.958
id25423,0.049,0.014,0.937
id12990,0.009,0.004,0.987
id24106,0.032,0.941,0.027
id14481,0.080,0.900,0.020
id03617,0.054,0.006,0.941
id26055,0.998,0.000,0.002
id23712,1.000,0.000,0.000
id19441,0.071,0.924,0.006
id17042,0.713,0.239,0.048
id09018,0.009,0.955,0.036
id08879,0.039,0.941,0.019
id10841,0.000,0.999,0.000
id04776,0.424,0.554,0.022
id26526,0.013,0.124,0.863
id14181,0.157,0.639,0.204
id18396,0.993,0.005,0.002
id05585,0.127,0.869,0.004
id11546,0.106,0.539,0.355
id08027,0.034,0.895,0.071
id00659,0.282,0.012,0.706
id10937,0.403,0.570,0.027
id01898,0.212,0.733,0.055
id23695,0.002,0.024,0.975
id07856,0.079,0.821,0.100
id25233,0.834,0.011,0.155
id24052,0.058,0.109,0.832
id01698,0.002,0.995,0.003
id01356,0.193,0.795,0.012
id10430,0.000,0.999,0.000
id04778,0.065,0.004,0.931
id24707,0.029,0.907,0.064
id04539,0.896,0.006,0.098
id20011,0.952,0.027,0.021
id09950,0.026,0.957,0.017
id14397,0.795,0.120,0.086
id04457,0.014,0.972,0.014
id19469,0.233,0.206,0.561
id24230,0.177,0.037,0.786
id16719,0.999,0.001,0.000
id20183,0.128,0.868,0.003
id24531,0.164,0.012,0.824
id04934,0.972,0.006,0.022
id17230,0.421,0.009,0.570
id07561,0.834,0.030,0.136
id12282,0.142,0.855,0.003
id14992,0.197,0.542,0.262
id02934,0.159,0.066,0.775
id00189,0.987,0.000,0.012
id27941,0.008,0.989,0.003
id14642,0.117,0.881,0.003
id23445,0.671,0.204,0.125
id21603,0.151,0.046,0.803
id21046,0.000,0.972,0.028
id02264,0.185,0.609,0.207
id00409,0.995,0.001,0.004
id00351,0.483,0.010,0.506
id14362,0.015,0.926,0.059
id20757,0.710,0.270,0.020
id22764,0.893,0.054,0.053
id19264,0.039,0.016,0.945
id04506,0.804,0.173,0.023
id18505,0.918,0.044,0.038
id27354,0.256,0.347,0.397
id22410,0.982,0.010,0.008
id14241,0.001,0.998,0.001
id18785,0.436,0.512,0.051
id16649,0.891,0.106,0.003
id16386,0.096,0.855,0.049
id09051,0.150,0.008,0.843
id22296,0.953,0.038,0.009
id08584,0.857,0.065,0.078
id22219,0.082,0.040,0.877
id18790,0.010,0.963,0.028
id10922,0.014,0.248,0.738
id15002,0.337,0.088,0.575
id24862,0.105,0.881,0.014
id25845,0.672,0.172,0.157
id17586,0.044,0.947,0.008
id09390,0.061,0.017,0.922
id20069,0.924,0.025,0.051
id05953,0.002,0.784,0.214
id15583,0.165,0.834,0.001
id03482,0.111,0.001,0.888
id06243,0.771,0.189,0.041
id01116,0.055,0.005,0.940
id17530,0.007,0.969,0.023
id07552,0.123,0.046,0.831
id03131,0.127,0.827,0.046
id23142,0.007,0.007,0.986
id05540,0.942,0.053,0.005
id06292,0.979,0.004,0.017
id26506,0.321,0.212,0.467
id19068,0.114,0.032,0.854
id21782,0.421,0.080,0.499
id24563,0.185,0.785,0.030
id21986,0.298,0.601,0.101
id04967,0.133,0.088,0.779
id11760,0.188,0.054,0.758
id02483,0.948,0.046,0.005
id15791,0.000,0.000,1.000
id14256,0.018,0.001,0.981
id18328,0.711,0.037,0.252
id06213,0.312,0.634,0.054
id00772,0.731,0.153,0.116
id01113,0.742,0.043,0.215
id03972,0.818,0.172,0.009
id25386,0.024,0.367,0.609
id09156,0.321,0.658,0.021
id22624,0.776,0.059,0.164
id17789,0.012,0.960,0.028
id09039,0.000,1.000,0.000
id20538,0.256,0.174,0.570
id05501,0.061,0.002,0.937
id27641,0.562,0.141,0.297
id05965,0.157,0.007,0.836
id23431,0.582,0.356,0.062
id13075,0.097,0.087,0.816
id26190,0.103,0.053,0.844
id12196,0.863,0.061,0.076
id21318,0.110,0.792,0.098
id11277,0.302,0.549,0.149
id07193,0.942,0.033,0.025
id17105,0.098,0.025,0.877
id18263,0.609,0.016,0.375
id22875,0.010,0.008,0.982
id07157,0.012,0.001,0.988
id15051,0.649,0.133,0.218
id08871,0.132,0.116,0.752
id17036,0.035,0.020,0.945
id02783,0.033,0.032,0.935
id26418,0.919,0.004,0.077
id15748,0.717,0.152,0.132
id00820,0.584,0.274,0.142
id27695,0.123,0.687,0.190
id27286,0.684,0.239,0.077
id11680,0.097,0.008,0.895
id01070,0.046,0.010,0.944
id18486,0.064,0.005,0.930
id12389,0.006,0.993,0.001
id12544,0.265,0.700,0.035
id04692,0.963,0.030,0.007
id17342,0.882,0.020,0.097
id09640,0.044,0.066,0.890
id24300,0.487,0.026,0.487
id13725,0.993,0.005,0.002
id22633,0.831,0.141,0.028
id16653,0.903,0.038,0.059
id00184,0.987,0.006,0.007
id23872,0.977,0.017,0.007
id05095,0.716,0.029,0.255
id05757,0.269,0.185,0.546
id26883,0.976,0.019,0.005
id01868,0.620,0.044,0.336
id13053,0.029,0.000,0.970
id24443,0.870,0.015,0.114
id12795,0.049,0.858,0.093
id05298,0.094,0.094,0.811
id07560,0.070,0.020,0.910
id10281,0.844,0.002,0.154
id07254,0.862,0.012,0.127
id00837,0.112,0.652,0.235
id04534,0.102,0.574,0.323
id16716,0.737,0.090,0.172
id04057,0.488,0.283,0.229
id14988,0.738,0.012,0.250
id05353,0.119,0.043,0.838
id21250,0.873,0.111,0.016
id25963,0.039,0.956,0.005
id10370,0.021,0.383,0.596
id26934,0.777,0.030,0.193
id07649,0.234,0.060,0.706
id21169,0.380,0.063,0.556
id25824,0.999,0.000,0.001
id01154,0.487,0.296,0.217
id02523,0.211,0.007,0.783
id07677,0.939,0.041,0.020
id24447,0.418,0.010,0.571
id23036,0.413,0.002,0.585
id05424,0.917,0.058,0.025
id18807,0.050,0.010,0.940
id05894,0.020,0.701,0.280
id08494,0.287,0.449,0.263
id17181,0.295,0.098,0.607
id24037,0.074,0.891,0.035
id22495,0.737,0.092,0.171
id21717,0.674,0.268,0.058
id00477,0.300,0.620,0.080
id03167,0.051,0.058,0.890
id08783,0.149,0.155,0.696
id11954,0.997,0.000,0.002
id03029,0.934,0.042,0.024
id16359,0.715,0.022,0.263
id02984,1.000,0.000,0.000
id24559,0.487,0.481,0.033
id26880,0.014,0.007,0.978
id00656,0.308,0.007,0.685
id07825,0.065,0.934,0.001
id16525,0.111,0.865,0.025
id08849,0.644,0.294,0.062
id09260,0.151,0.828,0.020
id22233,0.969,0.024,0.007
id12191,0.001,0.015,0.984
id15505,0.170,0.819,0.011
id15882,0.786,0.135,0.078
id10569,0.503,0.007,0.490
id26059,0.484,0.515,0.001
id13055,0.034,0.016,0.950
id05388,0.855,0.133,0.012
id25199,0.056,0.894,0.051
id11813,0.181,0.176,0.643
id14866,0.021,0.003,0.976
id22247,0.071,0.003,0.927
id08196,0.776,0.115,0.109
id27246,0.155,0.758,0.087
id21926,0.021,0.008,0.971
id01930,0.100,0.006,0.894
id26406,0.635,0.007,0.357
id07760,0.121,0.866,0.013
id24815,0.161,0.016,0.823
id22063,0.974,0.012,0.014
id21513,0.074,0.485,0.441
id04006,0.998,0.001,0.001
id06177,0.870,0.096,0.034
id24010,0.500,0.014,0.486
id16402,0.159,0.074,0.767
id23894,0.793,0.198,0.009
id18867,0.595,0.287,0.118
id01691,0.138,0.853,0.009
id11818,0.164,0.492,0.344
id18481,0.545,0.249,0.206
id20137,0.962,0.022,0.016
id14630,0.316,0.137,0.547
id03058,0.859,0.044,0.098
id27857,0.061,0.933,0.006
id19345,0.068,0.902,0.029
id12726,0.282,0.035,0.683
id06015,0.009,0.016,0.975
id26548,0.498,0.014,0.487
id20284,0.006,0.018,0.976
id17912,0.538,0.122,0.340
id10287,0.564,0.061,0.376
id03604,0.049,0.914,0.038
id07423,0.051,0.004,0.945
id01484,0.026,0.966,0.007
id16904,0.998,0.000,0.002
id13187,0.003,0.023,0.974
id08507,0.003,0.997,0.000
id09599,0.968,0.015,0.017
id20460,0.004,0.989,0.007
id23743,0.135,0.850,0.015
id13914,0.003,0.986,0.011
id23108,0.950,0.019,0.031
id20111,0.560,0.395,0.045
id00300,0.002,0.808,0.190
id25970,0.269,0.076,0.655
id24588,0.016,0.002,0.982
id04799,0.254,0.034,0.712
id19685,0.031,0.019,0.951
id00628,0.003,0.000,0.997
id10632,0.822,0.028,0.150
id24894,0.021,0.969,0.010
id06843,0.082,0.905,0.014
id16211,0.728,0.195,0.077
id10730,0.006,0.994,0.001
id06399,0.195,0.802,0.003
id25138,0.996,0.001,0.004
id04372,0.041,0.418,0.542
id01057,0.246,0.047,0.707
id07505,0.793,0.147,0.060
id17331,0.971,0.017,0.013
id11306,0.259,0.349,0.392
id07490,0.000,1.000,0.000
id00721,0.013,0.931,0.056
id07538,0.613,0.137,0.249
id11289,0.021,0.001,0.977
id25207,0.998,0.002,0.001
id03831,0.956,0.042,0.001
id05371,0.784,0.166,0.050
id07405,0.030,0.955,0.015
id25960,0.046,0.894,0.059
id18497,0.360,0.213,0.427
id24478,0.943,0.041,0.015
id12431,0.330,0.667,0.003
id24080,0.468,0.002,0.531
id11862,0.270,0.032,0.698
id04798,0.980,0.003,0.017
id22638,0.014,0.970,0.016
id16105,0.014,0.929,0.057
id05863,0.472,0.040,0.488
id11466,1.000,0.000,0.000
id06091,0.695,0.123,0.181
id04214,0.010,0.969,0.021
id21197,0.960,0.023,0.017
id06479,0.577,0.031,0.392
id21801,0.953,0.001,0.046
id00540,0.949,0.037,0.014
id07102,0.906,0.066,0.028
id12012,0.012,0.008,0.980
id17850,0.297,0.198,0.506
id12708,0.420,0.027,0.553
id09277,0.761,0.046,0.193
id11482,0.079,0.901,0.021
id15327,0.706,0.068,0.226
id17561,0.081,0.906,0.013
id21966,0.311,0.038,0.651
id05742,0.990,0.008,0.002
id21441,0.774,0.177,0.049
id10819,0.030,0.942,0.028
id00018,0.179,0.481,0.340
id17038,0.929,0.052,0.019
id14680,0.054,0.943,0.003
id17760,0.197,0.027,0.776
id14436,0.758,0.111,0.131
id17180,0.010,0.000,0.989
id19132,0.038,0.936,0.026
id17497,0.110,0.887,0.003
id26284,0.283,0.070,0.647
id04340,0.000,0.999,0.000
id06427,0.146,0.851,0.003
id08340,0.901,0.082,0.017
id07167,0.000,0.991,0.008
id02218,0.609,0.012,0.380
id18406,0.708,0.176,0.116
id22134,0.711,0.006,0.284
id04983,0.050,0.007,0.943
id17767,0.600,0.368,0.033
id15131,0.001,0.990,0.009
id11132,0.932,0.021,0.047
id10054,0.424,0.096,0.480
id03797,0.009,0.008,0.983
id17143,0.931,0.015,0.053
id19078,0.001,0.008,0.991
id04919,1.000,0.000,0.000
id03272,0.359,0.520,0.121
id15047,0.009,0.009,0.982
id23727,0.615,0.077,0.308
id07221,0.806,0.156,0.038
id13974,0.018,0.677,0.305
id24050,0.898,0.042,0.060
id18119,0.819,0.002,0.179
id05205,0.678,0.073,0.249
id05233,0.314,0.684,0.002
id23556,0.949,0.011,0.040
id06323,0.750,0.169,0.082
id27903,0.030,0.101,0.870
id15164,0.680,0.139,0.181
id14714,0.023,0.948,0.029
id11585,0.001,0.959,0.040
id09119,0.587,0.366,0.046
id03135,0.755,0.156,0.089
id23385,0.896,0.012,0.093
id18219,0.680,0.115,0.204
id17596,0.463,0.537,0.001
id12235,0.285,0.030,0.685
id15394,0.590,0.211,0.199
id07727,0.723,0.010,0.267
id02748,0.980,0.010,0.010
id14913,0.156,0.006,0.837
id05257,0.128,0.002,0.869
id23759,0.020,0.230,0.750
id08726,0.727,0.134,0.139
id24493,1.000,0.000,0.000
id19945,0.114,0.763,0.124
id27893,0.665,0.042,0.292
id04975,0.125,0.009,0.866
id14722,0.956,0.028,0.016
id10320,0.027,0.957,0.015
id09619,0.095,0.892,0.013
id07480,0.122,0.313,0.566
id00342,0.035,0.915,0.050
id08611,0.871,0.024,0.105
id24284,0.209,0.036,0.754
id20491,0.223,0.153,0.624
id18337,0.001,0.000,0.999
id04781,0.796,0.076,0.128
id11067,0.855,0.071,0.074
id19402,0.914,0.012,0.074
id20009,0.022,0.105,0.873
id08535,0.205,0.066,0.729
id07495,0.034,0.000,0.966
id06262,0.074,0.017,0.909
id10898,0.218,0.171,0.611
id17778,0.023,0.951,0.026
id07210,0.323,0.662,0.015
id04367,0.456,0.520,0.024
id27713,0.677,0.157,0.166
id15428,0.191,0.745,0.064
id25427,0.600,0.150,0.250
id09789,0.788,0.003,0.209
id07658,0.981,0.010,0.009
id25453,0.164,0.635,0.201
id24495,0.953,0.001,0.046
id03270,0.005,0.992,0.003
id11879,0.333,0.662,0.005
id24356,0.443,0.024,0.533
id22256,0.025,0.149,0.825
id06050,0.249,0.713,0.038
id09555,0.731,0.006,0.263
id23772,0.046,0.948,0.006
id21930,0.018,0.078,0.904
id00823,0.192,0.633,0.175
id23666,0.025,0.969,0.007
id08118,0.000,0.082,0.918
id21388,0.087,0.734,0.179
id23312,0.369,0.213,0.418
id08545,0.072,0.910,0.018
id20351,0.558,0.145,0.296
id13536,0.403,0.059,0.538
id27742,0.055,0.871,0.074
id13343,0.023,0.006,0.971
id11987,0.006,0.806,0.188
id08921,0.514,0.025,0.461
id09972,0.231,0.701,0.068
id26173,0.586,0.032,0.383
id07917,0.109,0.776,0.116
id01383,0.953,0.013,0.034
id26699,0.296,0.678,0.026
id11058,0.089,0.030,0.881
id20425,0.026,0.933,0.040
id20238,0.065,0.899,0.036
id21348,0.722,0.128,0.150
id09552,0.618,0.065,0.317
id25075,0.977,0.011,0.012
id17749,0.005,0.016,0.979
id18910,0.084,0.004,0.912
id13534,0.032,0.955,0.013
id22205,0.037,0.949,0.014
id23896,0.558,0.012,0.430
id23616,0.473,0.050,0.477
id03537,0.526,0.256,0.219
id18147,0.239,0.744,0.017
id25408,0.968,0.004,0.027
id09997,0.171,0.074,0.755
id23357,0.042,0.050,0.908
id21880,0.959,0.002,0.040
id21633,0.031,0.966,0.003
id15976,0.007,0.115,0.878
id20266,0.029,0.055,0.916
id26726,0.841,0.098,0.061
id02958,0.678,0.090,0.231
id25211,0.474,0.032,0.494
id24314,0.997,0.002,0.000
id21475,0.016,0.014,0.970
id22733,0.052,0.942,0.006
id14297,0.004,0.980,0.016
id27627,0.372,0.572,0.056
id03580,0.111,0.876,0.012
id08858,0.027,0.040,0.933
id22512,0.091,0.908,0.002
id05634,0.019,0.003,0.978
id00105,0.283,0.175,0.542
id26635,0.985,0.006,0.009
id19324,0.122,0.023,0.855
id00210,0.940,0.037,0.023
id06809,0.739,0.061,0.201
id04074,0.009,0.985,0.005
id27010,0.806,0.114,0.080
id00699,0.000,0.000,1.000
id18549,0.344,0.092,0.563
id14089,0.874,0.117,0.008
id19792,0.026,0.901,0.073
id19935,0.070,0.016,0.914
id22960,0.078,0.074,0.847
id02471,0.098,0.003,0.899
id07896,0.022,0.014,0.963
id20033,0.995,0.001,0.003
id15018,0.989,0.010,0.001
id19528,0.997,0.001,0.002
id21621,0.319,0.027,0.653
id14328,0.027,0.934,0.039
id19524,0.870,0.018,0.112
id00219,0.943,0.041,0.016
id23229,0.117,0.048,0.835
id14357,0.867,0.056,0.076
id21829,0.150,0.084,0.766
id02137,0.782,0.123,0.095
id23524,0.371,0.066,0.563
id12022,0.994,0.003,0.003
id05255,0.393,0.328,0.279
id14605,0.890,0.016,0.094
id15329,0.212,0.085,0.703
id06046,0.273,0.053,0.674
id16548,0.135,0.004,0.861
id23369,0.051,0.010,0.939
id17824,0.946,0.017,0.037
id17243,0.024,0.004,0.972
